"","ResultID","AnomalyType"
"1412","0029-200707180000-13474-LSR-ec","ViolatesWQStandard"
"1413","0029-200707180000-13477-LSR-ec","Highest95%SubmStnValues"
"1414","0029-200707180000-13477-LSR-ec","ViolatesLessProtectiveWQStandard"
"1415","0029-200707180000-13499-LSR-ec","Highest95%AmbientValues"
"1416","0029-200707180000-13499-LSR-ec","ViolatesWQStandard"
"1417","0029-200707180000-13513-LSR-ec","Highest90%SubmValues"
"1418","0029-200707180000-13513-LSR-ec","Highest95%SubmStnValues"
"1419","0029-200707180000-13513-LSR-ec","Highest99%AmbientValues"
"1420","0029-200707180000-13513-LSR-ec","ViolatesWQStandard"
"1421","0029-200707180000-13517-LSR-ec","Highest95%AmbientValues"
"1422","0029-200707180000-13517-LSR-ec","ViolatesWQStandard"
"1423","0029-200707180000-13538-LSR-ec","Highest90%SubmValues"
"1424","0029-200707180000-13538-LSR-ec","Highest95%SubmStnValues"
"1425","0029-200707180000-13538-LSR-ec","Highest99%AmbientValues"
"1426","0029-200707180000-13538-LSR-ec","ViolatesWQStandard"
"1427","0029-200707180000-13607-LSR-ec","Highest90%SubmValues"
"1428","0029-200707180000-13607-LSR-ec","Highest95%SubmStnValues"
"1429","0029-200707180000-13607-LSR-ec","Highest99%AmbientValues"
"1430","0029-200707180000-13607-LSR-ec","ViolatesWQStandard"
"1431","0029-200707180000-33137-LSR-ec","ViolatesLessProtectiveWQStandard"
"1432","0029-200707180000-33140-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1433","0029-200707180000-33140-LQD-ec","Highest95%AmbientValues"
"1434","0029-200707180000-33140-LQD-ec","ViolatesWQStandard"
"1435","0029-200707180000-33141-LSR-ec","Highest95%AmbientValues"
"1436","0029-200707180000-33141-LSR-ec","ViolatesWQStandard"
"1437","0029-200707180000-33145-LSR-ec","Highest90%SubmValues"
"1438","0029-200707180000-33145-LSR-ec","Highest99%AmbientValues"
"1439","0029-200707180000-33145-LSR-ec","ViolatesWQStandard"
"1440","0029-200707180000-33147-LSR-ec","Highest90%SubmValues"
"1441","0029-200707180000-33147-LSR-ec","Highest99%AmbientValues"
"1442","0029-200707180000-33147-LSR-ec","ViolatesWQStandard"
"1443","0029-200707180000-33148-LSR-ec","Highest95%AmbientValues"
"1444","0029-200707180000-33148-LSR-ec","ViolatesWQStandard"
"1445","0029-200707180000-33153-LSR-ec","ViolatesLessProtectiveWQStandard"
"1446","0029-200708150000-13411-LSR-ec","ViolatesLessProtectiveWQStandard"
"1447","0029-200708150000-13417-LSR-ec","ViolatesLessProtectiveWQStandard"
"1448","0029-200708150000-13430-LSR-ec","ViolatesLessProtectiveWQStandard"
"1449","0029-200708150000-13432-LSR-ec","ViolatesLessProtectiveWQStandard"
"1450","0029-200708150000-13440-LSR-ec","Highest90%SubmValues"
"1451","0029-200708150000-13440-LSR-ec","Highest99%AmbientValues"
"1452","0029-200708150000-13440-LSR-ec","ViolatesWQStandard"
"1453","0029-200708150000-13442-LSR-ec","Highest90%SubmValues"
"1454","0029-200708150000-13442-LSR-ec","Highest99%AmbientValues"
"1455","0029-200708150000-13442-LSR-ec","ViolatesWQStandard"
"1456","0029-200708150000-13469-QLQD-ec","Highest90%SubmValues"
"1457","0029-200708150000-13469-QLQD-ec","Highest95%SubmStnValues"
"1458","0029-200708150000-13469-QLQD-ec","Highest99%AmbientValues"
"1459","0029-200708150000-13469-QLQD-ec","ViolatesWQStandard"
"1460","0029-200708150000-13469-LQD-ec","Highest95%SubmStnValues"
"1461","0029-200708150000-13469-LQD-ec","Highest95%AmbientValues"
"1462","0029-200708150000-13469-LQD-ec","ViolatesWQStandard"
"1463","0029-200708150000-13474-LSR-ec","Highest95%AmbientValues"
"1464","0029-200708150000-13474-LSR-ec","ViolatesWQStandard"
"1465","0029-200708150000-13477-LSR-ec","ViolatesLessProtectiveWQStandard"
"1466","0029-200708150000-13499-LSR-ec","ViolatesLessProtectiveWQStandard"
"1467","0029-200708150000-13513-LSR-ec","Highest95%AmbientValues"
"1468","0029-200708150000-13513-LSR-ec","ViolatesWQStandard"
"1469","0029-200708150000-13517-LSR-ec","ViolatesLessProtectiveWQStandard"
"1470","0029-200708150000-13538-LSR-ec","ViolatesLessProtectiveWQStandard"
"1471","0029-200708150000-13607-LSR-ec","Highest95%AmbientValues"
"1472","0029-200708150000-13607-LSR-ec","ViolatesLessProtectiveWQStandard"
"1473","0029-200708150000-33140-LSR-ec","ViolatesLessProtectiveWQStandard"
"1474","0029-200708150000-33145-LSR-ec","Highest90%SubmValues"
"1475","0029-200708150000-33145-LSR-ec","Highest99%AmbientValues"
"1476","0029-200708150000-33145-LSR-ec","ViolatesWQStandard"
"1477","0029-200708150000-33147-LSR-ec","Highest95%AmbientValues"
"1478","0029-200708150000-33147-LSR-ec","ViolatesWQStandard"
"1479","0029-200708290000-12832-QLQD-ec","Highest95%AmbientValues"
"1480","0029-200708290000-12832-QLQD-ec","ViolatesWQStandard"
"1481","0029-200708290000-12832-LQD-ec","ViolatesLessProtectiveWQStandard"
"1482","0029-200708290000-12848-LSR-ec","ViolatesLessProtectiveWQStandard"
"1483","0029-200708290000-13410-LSR-ec","ViolatesLessProtectiveWQStandard"
"1484","0029-200708290000-13411-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1485","0029-200708290000-13411-LQD-ec","ViolatesLessProtectiveWQStandard"
"1486","0029-200708290000-13417-LSR-ec","ViolatesLessProtectiveWQStandard"
"1487","0029-200708290000-13428-LSR-ec","Highest90%SubmValues"
"1488","0029-200708290000-13428-LSR-ec","Highest95%SubmStnValues"
"1489","0029-200708290000-13428-LSR-ec","Highest99%AmbientValues"
"1490","0029-200708290000-13428-LSR-ec","ViolatesWQStandard"
"1491","0029-200708290000-13430-QLQD-ec","Highest90%SubmValues"
"1492","0029-200708290000-13430-QLQD-ec","Highest99%AmbientValues"
"1493","0029-200708290000-13430-QLQD-ec","ViolatesWQStandard"
"1494","0029-200708290000-13430-LQD-ec","Highest90%SubmValues"
"1495","0029-200708290000-13430-LQD-ec","Highest99%AmbientValues"
"1496","0029-200708290000-13430-LQD-ec","ViolatesWQStandard"
"1497","0029-200708290000-13432-LSR-ec","ViolatesLessProtectiveWQStandard"
"1498","0029-200708290000-13434-LSR-ec","Highest95%AmbientValues"
"1499","0029-200708290000-13434-LSR-ec","ViolatesWQStandard"
"1500","0029-200708290000-13440-LSR-ec","Highest90%SubmValues"
"1501","0029-200708290000-13440-LSR-ec","Highest99%AmbientValues"
"1502","0029-200708290000-13440-LSR-ec","ViolatesWQStandard"
"1503","0029-200708290000-13442-LSR-ec","Highest99%AmbientValues"
"1504","0029-200708290000-13442-LSR-ec","ViolatesWQStandard"
"1505","0029-200708290000-13474-LSR-ec","Highest95%AmbientValues"
"1506","0029-200708290000-13474-LSR-ec","ViolatesWQStandard"
"1507","0029-200708290000-13477-LSR-ec","ViolatesLessProtectiveWQStandard"
"1508","0029-200708290000-13499-LSR-ec","Highest95%AmbientValues"
"1509","0029-200708290000-13499-LSR-ec","ViolatesWQStandard"
"1510","0029-200708290000-13517-LSR-ec","Highest95%AmbientValues"
"1511","0029-200708290000-13517-LSR-ec","ViolatesLessProtectiveWQStandard"
"1512","0029-200708290000-13538-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1513","0029-200708290000-13538-LQD-ec","ViolatesLessProtectiveWQStandard"
"1514","0029-200708290000-13607-LSR-ec","ViolatesLessProtectiveWQStandard"
"1515","0029-200708290000-33140-LSR-ec","ViolatesLessProtectiveWQStandard"
"1516","0029-200708290000-33142-LSR-ec","Lowest10%SubmValues"
"1517","0029-200708290000-33145-LSR-ec","Highest90%SubmValues"
"1518","0029-200708290000-33145-LSR-ec","Highest99%AmbientValues"
"1519","0029-200708290000-33145-LSR-ec","ViolatesWQStandard"
"1520","0029-200708290000-33147-LSR-ec","ViolatesLessProtectiveWQStandard"
"1521","0029-200709120000-12832-LSR-ec","Highest90%SubmValues"
"1522","0029-200709120000-12832-LSR-ec","Highest99%AmbientValues"
"1523","0029-200709120000-12832-LSR-ec","ViolatesWQStandard"
"1524","0029-200709120000-12848-LSR-ec","ViolatesLessProtectiveWQStandard"
"1525","0029-200709120000-13078-LSR-ec","ViolatesLessProtectiveWQStandard"
"1526","0029-200709120000-13411-LSR-ec","ViolatesLessProtectiveWQStandard"
"1527","0029-200709120000-13417-LSR-ec","ViolatesLessProtectiveWQStandard"
"1528","0029-200709120000-13430-LSR-ec","Highest90%SubmValues"
"1529","0029-200709120000-13430-LSR-ec","Highest99%AmbientValues"
"1530","0029-200709120000-13430-LSR-ec","ViolatesWQStandard"
"1531","0029-200709120000-13440-LSR-ec","Highest90%SubmValues"
"1532","0029-200709120000-13440-LSR-ec","Highest99%AmbientValues"
"1533","0029-200709120000-13440-LSR-ec","ViolatesWQStandard"
"1534","0029-200709120000-13442-LSR-ec","Highest95%AmbientValues"
"1535","0029-200709120000-13442-LSR-ec","ViolatesWQStandard"
"1536","0029-200709120000-13474-LSR-ec","Highest90%SubmValues"
"1537","0029-200709120000-13474-LSR-ec","Highest99%AmbientValues"
"1538","0029-200709120000-13474-LSR-ec","ViolatesWQStandard"
"1539","0029-200709120000-13477-QLQD-ec","Highest95%SubmStnValues"
"1540","0029-200709120000-13477-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1541","0029-200709120000-13477-LQD-ec","Highest95%SubmStnValues"
"1542","0029-200709120000-13477-LQD-ec","ViolatesLessProtectiveWQStandard"
"1543","0029-200709120000-13499-LSR-ec","Highest95%AmbientValues"
"1544","0029-200709120000-13499-LSR-ec","ViolatesWQStandard"
"1545","0029-200709120000-13517-LSR-ec","ViolatesLessProtectiveWQStandard"
"1546","0029-200709120000-13607-LSR-ec","Highest95%AmbientValues"
"1547","0029-200709120000-13607-LSR-ec","ViolatesWQStandard"
"1548","0029-200709120000-33141-QLQD-ec","Highest95%AmbientValues"
"1549","0029-200709120000-33141-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1550","0029-200709120000-33141-LQD-ec","Highest95%AmbientValues"
"1551","0029-200709120000-33141-LQD-ec","ViolatesWQStandard"
"1552","0029-200709120000-33142-LSR-ec","Lowest10%SubmValues"
"1553","0029-200709120000-33148-LSR-ec","ViolatesLessProtectiveWQStandard"
"1554","0029-200709130000-13432-LSR-ec","ViolatesLessProtectiveWQStandard"
"1555","0029-200709130000-13433-LSR-ec","ViolatesLessProtectiveWQStandard"
"1556","0029-200709130000-13434-LSR-ec","Highest95%AmbientValues"
"1557","0029-200709130000-13434-LSR-ec","ViolatesLessProtectiveWQStandard"
"1558","0029-200709130000-13513-LSR-ec","ViolatesLessProtectiveWQStandard"
"1559","0029-200709130000-13538-LSR-ec","Highest90%SubmValues"
"1560","0029-200709130000-13538-LSR-ec","Highest99%AmbientValues"
"1561","0029-200709130000-13538-LSR-ec","ViolatesWQStandard"
"1562","0029-200709130000-33145-LSR-ec","Highest90%SubmValues"
"1563","0029-200709130000-33145-LSR-ec","Highest99%AmbientValues"
"1564","0029-200709130000-33145-LSR-ec","ViolatesWQStandard"
"1565","0029-200709130000-33153-LSR-ec","ViolatesLessProtectiveWQStandard"
"1566","0029-200709240000-13410-LSR-ec","Highest95%SubmStnValues"
"1567","0029-200709240000-13410-LSR-ec","Highest95%AmbientValues"
"1568","0029-200709240000-13410-LSR-ec","ViolatesWQStandard"
"1569","0029-200709240000-13411-LSR-ec","Highest95%AmbientValues"
"1570","0029-200709240000-13411-LSR-ec","ViolatesLessProtectiveWQStandard"
"1571","0029-200709240000-33140-LSR-ec","Highest95%SubmStnValues"
"1572","0029-200709240000-33140-LSR-ec","Highest95%AmbientValues"
"1573","0029-200709240000-33140-LSR-ec","ViolatesWQStandard"
"1574","0029-200709240000-33141-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1575","0029-200709240000-33141-LQD-ec","ViolatesLessProtectiveWQStandard"
"1576","0029-200709260000-12832-LSR-ec","Lowest5%SubmStnValues"
"1577","0029-200709260000-13077-LSR-ec","Lowest5%SubmValues"
"1578","0029-200709260000-13417-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1579","0029-200709260000-13417-LQD-ec","ViolatesLessProtectiveWQStandard"
"1580","0029-200709260000-13430-LSR-ec","Highest90%SubmValues"
"1581","0029-200709260000-13430-LSR-ec","Highest99%AmbientValues"
"1582","0029-200709260000-13430-LSR-ec","ViolatesWQStandard"
"1583","0029-200709260000-13431-LSR-ec","ViolatesLessProtectiveWQStandard"
"1584","0029-200709260000-13432-LSR-ec","ViolatesLessProtectiveWQStandard"
"1585","0029-200709260000-13438-LSR-ec","ViolatesLessProtectiveWQStandard"
"1586","0029-200709260000-13440-QLQD-ec","Highest90%SubmValues"
"1587","0029-200709260000-13440-QLQD-ec","Highest99%AmbientValues"
"1588","0029-200709260000-13440-QLQD-ec","ViolatesWQStandard"
"1589","0029-200709260000-13440-LQD-ec","Highest90%SubmValues"
"1590","0029-200709260000-13440-LQD-ec","Highest99%AmbientValues"
"1591","0029-200709260000-13440-LQD-ec","ViolatesWQStandard"
"1592","0029-200709260000-13442-LSR-ec","Highest95%AmbientValues"
"1593","0029-200709260000-13442-LSR-ec","ViolatesWQStandard"
"1594","0029-200709260000-13474-LSR-ec","Highest95%AmbientValues"
"1595","0029-200709260000-13474-LSR-ec","ViolatesWQStandard"
"1596","0029-200709260000-13477-LSR-ec","Highest95%SubmStnValues"
"1597","0029-200709260000-13477-LSR-ec","ViolatesLessProtectiveWQStandard"
"1598","0029-200709260000-13513-LSR-ec","ViolatesLessProtectiveWQStandard"
"1599","0029-200709260000-13517-LSR-ec","ViolatesLessProtectiveWQStandard"
"1600","0029-200709260000-13538-LSR-ec","Highest95%AmbientValues"
"1601","0029-200709260000-13538-LSR-ec","ViolatesWQStandard"
"1602","0029-200709260000-13607-LSR-ec","ViolatesLessProtectiveWQStandard"
"1603","0029-200709260000-33145-LSR-ec","Highest95%AmbientValues"
"1604","0029-200709260000-33145-LSR-ec","ViolatesWQStandard"
"1605","0029-200709260000-33147-LSR-ec","ViolatesLessProtectiveWQStandard"
"1606","0029-200709260000-33153-LSR-ec","ViolatesLessProtectiveWQStandard"
"1607","0029-200710100000-12832-QLQD-ec","Highest90%SubmValues"
"1608","0029-200710100000-12832-QLQD-ec","Highest99%AmbientValues"
"1609","0029-200710100000-12832-QLQD-ec","ViolatesWQStandard"
"1610","0029-200710100000-12832-LQD-ec","Highest90%SubmValues"
"1611","0029-200710100000-12832-LQD-ec","Highest99%AmbientValues"
"1612","0029-200710100000-12832-LQD-ec","ViolatesWQStandard"
"1613","0029-200710100000-12848-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1614","0029-200710100000-13078-LSR-ec","Highest95%AmbientValues"
"1615","0029-200710100000-13078-LSR-ec","ViolatesWQStandard"
"1616","0029-200710100000-13411-LSR-ec","Highest95%AmbientValues"
"1617","0029-200710100000-13411-LSR-ec","ViolatesLessProtectiveWQStandard"
"1618","0029-200710100000-13430-QLQD-ec","Highest95%AmbientValues"
"1619","0029-200710100000-13430-QLQD-ec","ViolatesWQStandard"
"1620","0029-200710100000-13430-LQD-ec","Highest95%AmbientValues"
"1621","0029-200710100000-13430-LQD-ec","ViolatesWQStandard"
"1622","0029-200710100000-13432-QLQD-ec","Highest90%SubmValues"
"1623","0029-200710100000-13432-QLQD-ec","Highest99%AmbientValues"
"1624","0029-200710100000-13432-QLQD-ec","ViolatesWQStandard"
"1625","0029-200710100000-13432-LQD-ec","Highest90%SubmValues"
"1626","0029-200710100000-13432-LQD-ec","Highest99%AmbientValues"
"1627","0029-200710100000-13432-LQD-ec","ViolatesWQStandard"
"1628","0029-200710100000-13434-LSR-ec","Highest95%AmbientValues"
"1629","0029-200710100000-13434-LSR-ec","ViolatesWQStandard"
"1630","0029-200710100000-13438-LSR-ec","Highest95%AmbientValues"
"1631","0029-200710100000-13438-LSR-ec","ViolatesWQStandard"
"1632","0029-200710100000-13440-LSR-ec","Highest95%AmbientValues"
"1633","0029-200710100000-13440-LSR-ec","ViolatesWQStandard"
"1634","0029-200710100000-13442-LSR-ec","Highest95%AmbientValues"
"1635","0029-200710100000-13442-LSR-ec","ViolatesWQStandard"
"1636","0029-200710100000-13474-LSR-ec","Highest90%SubmValues"
"1637","0029-200710100000-13474-LSR-ec","Highest99%AmbientValues"
"1638","0029-200710100000-13474-LSR-ec","ViolatesWQStandard"
"1639","0029-200710100000-13499-LSR-ec","Highest95%AmbientValues"
"1640","0029-200710100000-13499-LSR-ec","ViolatesWQStandard"
"1641","0029-200710100000-13513-LSR-ec","ViolatesLessProtectiveWQStandard"
"1642","0029-200710100000-13517-LSR-ec","ViolatesLessProtectiveWQStandard"
"1643","0029-200710100000-13538-LSR-ec","Highest90%SubmValues"
"1644","0029-200710100000-13538-LSR-ec","Highest95%SubmStnValues"
"1645","0029-200710100000-13538-LSR-ec","Highest99%AmbientValues"
"1646","0029-200710100000-13538-LSR-ec","ViolatesWQStandard"
"1647","0029-200710100000-33140-LSR-ec","Highest95%AmbientValues"
"1648","0029-200710100000-33140-LSR-ec","ViolatesWQStandard"
"1649","0029-200710100000-33145-LSR-ec","Highest90%SubmValues"
"1650","0029-200710100000-33145-LSR-ec","Highest99%AmbientValues"
"1651","0029-200710100000-33145-LSR-ec","ViolatesWQStandard"
"1652","0029-200710100000-33147-LSR-ec","Highest95%AmbientValues"
"1653","0029-200710100000-33147-LSR-ec","ViolatesWQStandard"
"1654","0029-200710100000-33148-LSR-ec","Highest95%AmbientValues"
"1655","0029-200710100000-33148-LSR-ec","ViolatesWQStandard"
"1656","0029-200710240000-12832-LSR-ec","Highest99%AmbientValues"
"1657","0029-200710240000-12832-LSR-ec","ViolatesWQStandard"
"1658","0029-200710240000-13430-LSR-ec","Lowest5%SubmStnValues"
"1659","0029-200710240000-13432-LSR-ec","Lowest5%SubmStnValues"
"1660","0029-200710240000-13434-LSR-ec","ViolatesLessProtectiveWQStandard"
"1661","0029-200710240000-13438-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1662","0029-200710240000-13440-LSR-ec","Highest90%SubmValues"
"1663","0029-200710240000-13440-LSR-ec","Highest99%AmbientValues"
"1664","0029-200710240000-13440-LSR-ec","ViolatesWQStandard"
"1665","0029-200710240000-13442-LSR-ec","Highest95%AmbientValues"
"1666","0029-200710240000-13442-LSR-ec","ViolatesWQStandard"
"1667","0029-200710240000-13474-LSR-ec","Highest90%SubmValues"
"1668","0029-200710240000-13474-LSR-ec","Highest99%AmbientValues"
"1669","0029-200710240000-13474-LSR-ec","ViolatesWQStandard"
"1670","0029-200710240000-13499-LSR-ec","ViolatesLessProtectiveWQStandard"
"1671","0029-200710240000-33134-LQD-ec","ViolatesLessProtectiveWQStandard"
"1672","0029-200710240000-33145-LSR-ec","Highest95%AmbientValues"
"1673","0029-200710240000-33145-LSR-ec","ViolatesWQStandard"
"1674","0029-200710310000-12836-LSR-ec","ViolatesLessProtectiveWQStandard"
"1675","0029-200710310000-33573-LSR-ec","Highest95%SubmStnValues"
"1676","0029-200711140000-12832-QLQD-ec","Highest95%AmbientValues"
"1677","0029-200711140000-12832-QLQD-ec","ViolatesWQStandard"
"1678","0029-200711140000-12832-LQD-ec","Highest95%AmbientValues"
"1679","0029-200711140000-12832-LQD-ec","ViolatesWQStandard"
"1680","0029-200711140000-13078-LSR-ec","ViolatesLessProtectiveWQStandard"
"1681","0029-200711140000-13417-LSR-ec","Lowest10%SubmValues"
"1682","0029-200711140000-13430-LSR-ec","Highest99%AmbientValues"
"1683","0029-200711140000-13430-LSR-ec","ViolatesWQStandard"
"1684","0029-200711140000-13431-LSR-ec","ViolatesLessProtectiveWQStandard"
"1685","0029-200711140000-13432-LSR-ec","Highest90%SubmValues"
"1686","0029-200711140000-13432-LSR-ec","Highest99%AmbientValues"
"1687","0029-200711140000-13432-LSR-ec","ViolatesWQStandard"
"1688","0029-200711140000-13434-QLQD-ec","Highest95%AmbientValues"
"1689","0029-200711140000-13434-QLQD-ec","ViolatesWQStandard"
"1690","0029-200711140000-13434-LQD-ec","Highest95%AmbientValues"
"1691","0029-200711140000-13434-LQD-ec","ViolatesLessProtectiveWQStandard"
"1692","0029-200711140000-13438-LSR-ec","Highest95%AmbientValues"
"1693","0029-200711140000-13438-LSR-ec","ViolatesWQStandard"
"1694","0029-200711140000-13440-LSR-ec","ViolatesLessProtectiveWQStandard"
"1695","0029-200711140000-13442-LSR-ec","Highest99%AmbientValues"
"1696","0029-200711140000-13442-LSR-ec","ViolatesWQStandard"
"1697","0029-200711140000-13474-LSR-ec","ViolatesLessProtectiveWQStandard"
"1698","0029-200711140000-13484-LSR-ec","ViolatesLessProtectiveWQStandard"
"1699","0029-200711140000-13499-LSR-ec","Highest95%AmbientValues"
"1700","0029-200711140000-13499-LSR-ec","ViolatesWQStandard"
"1701","0029-200711140000-13517-LSR-ec","ViolatesLessProtectiveWQStandard"
"1702","0029-200711140000-13538-LSR-ec","ViolatesLessProtectiveWQStandard"
"1703","0029-200711140000-33134-QLQD-ec","Highest95%AmbientValues"
"1704","0029-200711140000-33134-QLQD-ec","ViolatesWQStandard"
"1705","0029-200711140000-33134-LQD-ec","Highest95%AmbientValues"
"1706","0029-200711140000-33134-LQD-ec","ViolatesWQStandard"
"1707","0029-200711140000-33145-LSR-ec","Highest95%AmbientValues"
"1708","0029-200711140000-33145-LSR-ec","ViolatesWQStandard"
"1709","0029-200711140000-33147-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1710","0029-200711140000-33147-LQD-ec","ViolatesLessProtectiveWQStandard"
"1711","0029-200711140000-33148-LSR-ec","ViolatesLessProtectiveWQStandard"
"1712","0029-200711140000-33152-LSR-ec","Highest95%SubmStnValues"
"1713","0029-200711140000-33152-LSR-ec","ViolatesLessProtectiveWQStandard"
"1714","0029-200711270000-12832-LSR-ec","Highest90%SubmValues"
"1715","0029-200711270000-12832-LSR-ec","Highest99%AmbientValues"
"1716","0029-200711270000-12832-LSR-ec","ViolatesWQStandard"
"1717","0029-200711270000-12848-LSR-ec","ViolatesLessProtectiveWQStandard"
"1718","0029-200711270000-13077-LSR-ec","Lowest5%SubmValues"
"1719","0029-200711270000-13078-LSR-ec","Highest99%AmbientValues"
"1720","0029-200711270000-13078-LSR-ec","ViolatesWQStandard"
"1721","0029-200711270000-13428-LSR-ec","ViolatesLessProtectiveWQStandard"
"1722","0029-200711270000-13430-LSR-ec","Highest90%SubmValues"
"1723","0029-200711270000-13430-LSR-ec","Highest99%AmbientValues"
"1724","0029-200711270000-13430-LSR-ec","ViolatesWQStandard"
"1725","0029-200711270000-13438-QLQD-ec","Highest95%SubmStnValues"
"1726","0029-200711270000-13438-QLQD-ec","Highest99%AmbientValues"
"1727","0029-200711270000-13438-QLQD-ec","ViolatesWQStandard"
"1728","0029-200711270000-13438-LQD-ec","Highest95%SubmStnValues"
"1729","0029-200711270000-13438-LQD-ec","Highest99%AmbientValues"
"1730","0029-200711270000-13438-LQD-ec","ViolatesWQStandard"
"1731","0029-200711270000-13440-LSR-ec","Highest99%AmbientValues"
"1732","0029-200711270000-13440-LSR-ec","ViolatesWQStandard"
"1733","0029-200711270000-13442-LSR-ec","Highest90%SubmValues"
"1734","0029-200711270000-13442-LSR-ec","Highest99%AmbientValues"
"1735","0029-200711270000-13442-LSR-ec","ViolatesWQStandard"
"1736","0029-200711270000-13477-LSR-ec","Lowest10%SubmValues"
"1737","0029-200711270000-13484-LSR-ec","Highest90%SubmValues"
"1738","0029-200711270000-13484-LSR-ec","Highest99%AmbientValues"
"1739","0029-200711270000-13484-LSR-ec","ViolatesWQStandard"
"1740","0029-200711270000-13499-LSR-ec","Highest90%SubmValues"
"1741","0029-200711270000-13499-LSR-ec","Highest99%AmbientValues"
"1742","0029-200711270000-13499-LSR-ec","ViolatesWQStandard"
"1743","0029-200711270000-13517-LSR-ec","ViolatesLessProtectiveWQStandard"
"1744","0029-200711270000-33134-QLQD-ec","Highest95%AmbientValues"
"1745","0029-200711270000-33134-QLQD-ec","ViolatesWQStandard"
"1746","0029-200711270000-33134-LQD-ec","Highest95%AmbientValues"
"1747","0029-200711270000-33134-LQD-ec","ViolatesWQStandard"
"1748","0029-200711270000-33136-LSR-ec","Highest90%SubmValues"
"1749","0029-200711270000-33136-LSR-ec","Highest99%AmbientValues"
"1750","0029-200711270000-33136-LSR-ec","ViolatesWQStandard"
"1751","0029-200711270000-33147-LSR-ec","Highest95%AmbientValues"
"1752","0029-200711270000-33147-LSR-ec","ViolatesLessProtectiveWQStandard"
"1753","0029-200711270000-33148-LSR-ec","Highest95%AmbientValues"
"1754","0029-200711270000-33148-LSR-ec","ViolatesWQStandard"
"1755","0029-200711280000-13432-LSR-ec","Highest95%AmbientValues"
"1756","0029-200711280000-13432-LSR-ec","ViolatesWQStandard"
"1757","0029-200711280000-13434-LSR-ec","Highest95%AmbientValues"
"1758","0029-200711280000-13434-LSR-ec","ViolatesWQStandard"
"1759","0029-200711280000-13469-LSR-ec","Lowest5%SubmValues"
"1760","0029-200711280000-13513-QLQD-ec","Lowest10%SubmValues"
"1761","0029-200711280000-13513-LQD-ec","Lowest5%SubmValues"
"1762","0029-200711280000-13538-LSR-ec","ViolatesLessProtectiveWQStandard"
"1763","0029-200711280000-33141-LSR-ec","Lowest5%SubmValues"
"1764","0029-200711280000-33142-LSR-ec","Lowest5%SubmValues"
"1765","0029-200711280000-33145-LSR-ec","Highest90%SubmValues"
"1766","0029-200711280000-33145-LSR-ec","Highest99%AmbientValues"
"1767","0029-200711280000-33145-LSR-ec","ViolatesWQStandard"
"1768","0029-200712120000-12832-LSR-ec","ViolatesLessProtectiveWQStandard"
"1769","0029-200712120000-12848-LSR-ec","Lowest10%SubmValues"
"1770","0029-200712120000-13077-LSR-ec","Lowest5%SubmValues"
"1771","0029-200712120000-13417-LSR-ec","Lowest10%SubmValues"
"1772","0029-200712120000-13430-LSR-ec","Highest90%SubmValues"
"1773","0029-200712120000-13430-LSR-ec","Highest99%AmbientValues"
"1774","0029-200712120000-13430-LSR-ec","ViolatesWQStandard"
"1775","0029-200712120000-13431-LSR-ec","ViolatesLessProtectiveWQStandard"
"1776","0029-200712120000-13432-LSR-ec","Highest90%SubmValues"
"1777","0029-200712120000-13432-LSR-ec","Highest99%AmbientValues"
"1778","0029-200712120000-13432-LSR-ec","ViolatesWQStandard"
"1779","0029-200712120000-13440-LSR-ec","Lowest5%SubmStnValues"
"1780","0029-200712120000-13442-LSR-ec","ViolatesLessProtectiveWQStandard"
"1781","0029-200712120000-13469-LSR-ec","Lowest10%SubmValues"
"1782","0029-200712120000-13474-LSR-ec","Lowest5%SubmStnValues"
"1783","0029-200712120000-13477-LSR-ec","Lowest5%SubmValues"
"1784","0029-200712120000-13484-LSR-ec","ViolatesLessProtectiveWQStandard"
"1785","0029-200712120000-13513-LSR-ec","Lowest10%SubmValues"
"1786","0029-200712120000-33134-LSR-ec","Lowest5%SubmStnValues"
"1787","0029-200712120000-33137-QLQD-ec","Lowest10%SubmValues"
"1788","0029-200712120000-33137-LQD-ec","Lowest10%SubmValues"
"1789","0029-200712120000-33140-LSR-ec","Lowest10%SubmValues"
"1790","0029-200712120000-33141-LSR-ec","Lowest5%SubmValues"
"1791","0029-200712120000-33145-LSR-ec","ViolatesLessProtectiveWQStandard"
"1792","0029-200712120000-33147-LSR-ec","Lowest5%SubmStnValues"
"1793","0029-200712120000-33148-LSR-ec","Lowest5%SubmStnValues"
"1794","0029-200712120000-33152-QLQD-ec","Lowest10%SubmValues"
"1795","0029-200712120000-33152-LQD-ec","Lowest10%SubmValues"
"1796","0029-200712120000-33153-LSR-ec","Lowest10%SubmValues"
"1797","0029-200712120000-33155-LSR-ec","ViolatesLessProtectiveWQStandard"
